platform,video_id,video_url,video_title,comment_id,author,text,time,votes,heart,fetched_utc,text_clean,sentimen_rule
youtube,2BIwPUhZPS4,https://www.youtube.com/watch?v=2BIwPUhZPS4,"“SEMOGA BUR*NGMU GA BERDIRI LAGI!"" SUMPAH SEORANG ISTRI YG TERDZOLIMI !",UgzSqI-BURADwwCQFh14AaABAg.ANSz1PTnLvPANTvy60OXCI,@tasinihimawari235,"Penting dong, pelajaran yg bisa di ambil untuk generasi muda adalah jgn ksh kesempatan kedua atau bahkan memutuskan nikah dgn lelaki yg prnh selingkuh dlm hubungan, yg kedua jgn mentilerir berulang2 kesalahan yg sama, krn dgn cara itu manusia tdk akn mau berubah, yg ketiga jgn jd pelakor atau merusak kebahagiaan hubungan orang lain krn hal itu dilaknat dan dikutuk dlm agama.",2 bulan yang lalu,0,False,2025-12-20T09:27:37.374480+00:00,penting dong pelajaran yg bisa di ambil untuk generasi muda adalah jgn ksh kesempatan kedua atau bahkan memutuskan nikah dgn lelaki yg prnh selingkuh dlm hubungan yg kedua jgn mentilerir berulang2 kesalahan yg sama krn dgn cara itu manusia tdk akn mau berubah yg ketiga jgn jd pelakor atau merusak kebahagiaan hubungan orang lain krn hal itu dilaknat dan dikutuk dlm agama,negatif
youtube,2BIwPUhZPS4,https://www.youtube.com/watch?v=2BIwPUhZPS4,"“SEMOGA BUR*NGMU GA BERDIRI LAGI!"" SUMPAH SEORANG ISTRI YG TERDZOLIMI !",UgzSqI-BURADwwCQFh14AaABAg.ANSz1PTnLvPANTw0eksNpm,@imaderedityabudiawan7294,Akun pelakor tuhh😅,2 bulan yang lalu,0,False,2025-12-20T09:27:37.656833+00:00,akun pelakor tuhh,negatif
youtube,2BIwPUhZPS4,https://www.youtube.com/watch?v=2BIwPUhZPS4,"“SEMOGA BUR*NGMU GA BERDIRI LAGI!"" SUMPAH SEORANG ISTRI YG TERDZOLIMI !",UgzSqI-BURADwwCQFh14AaABAg.ANSz1PTnLvPANTw5RgtmhN,@NGAMPARCOM,keluarga  wanita selingkuhanya suami si wanita ini pasti kamu tuh🤣🤣,2 bulan yang lalu,0,False,2025-12-20T09:27:38.512144+00:00,keluarga wanita selingkuhanya suami si wanita ini pasti kamu tuh,negatif
youtube,2BIwPUhZPS4,https://www.youtube.com/watch?v=2BIwPUhZPS4,"“SEMOGA BUR*NGMU GA BERDIRI LAGI!"" SUMPAH SEORANG ISTRI YG TERDZOLIMI !",UgzSqI-BURADwwCQFh14AaABAg.ANSz1PTnLvPANTw6f8pPkR,@alwaysbatsa,"Makanya jangan mau sama cowo yang udah punya istri, plot twist nya lu yang selingkuh sam suami kak Fenny",2 bulan yang lalu,0,False,2025-12-20T09:27:38.776836+00:00,makanya jangan mau sama cowo yang udah punya istri plot twist nya lu yang selingkuh sam suami kak fenny,negatif
youtube,2BIwPUhZPS4,https://www.youtube.com/watch?v=2BIwPUhZPS4,"“SEMOGA BUR*NGMU GA BERDIRI LAGI!"" SUMPAH SEORANG ISTRI YG TERDZOLIMI !",UgzSqI-BURADwwCQFh14AaABAg.ANSz1PTnLvPANTw7_kpoW7,@eviwati449,Yg komen si pelakor ini 😂😂,2 bulan yang lalu,0,False,2025-12-20T09:27:39.049865+00:00,yg komen si pelakor ini,negatif
youtube,2BIwPUhZPS4,https://www.youtube.com/watch?v=2BIwPUhZPS4,"“SEMOGA BUR*NGMU GA BERDIRI LAGI!"" SUMPAH SEORANG ISTRI YG TERDZOLIMI !",UgzSqI-BURADwwCQFh14AaABAg.ANSz1PTnLvPANTwESSJXZl,@rienzointv4789,Sanak sodaranya pelakorr nihh😂,2 bulan yang lalu,0,False,2025-12-20T09:27:39.354286+00:00,sanak sodaranya pelakorr nihh,negatif
youtube,2BIwPUhZPS4,https://www.youtube.com/watch?v=2BIwPUhZPS4,"“SEMOGA BUR*NGMU GA BERDIRI LAGI!"" SUMPAH SEORANG ISTRI YG TERDZOLIMI !",UgzSqI-BURADwwCQFh14AaABAg.ANSz1PTnLvPANTwIIGXUkp,@dapurmamahyuli6699,Ini pelakornya kayanya.. atau keluarga si pelakor,2 bulan yang lalu,0,False,2025-12-20T09:27:39.634554+00:00,ini pelakornya kayanya atau keluarga si pelakor,negatif
youtube,2BIwPUhZPS4,https://www.youtube.com/watch?v=2BIwPUhZPS4,"“SEMOGA BUR*NGMU GA BERDIRI LAGI!"" SUMPAH SEORANG ISTRI YG TERDZOLIMI !",UgzSqI-BURADwwCQFh14AaABAg.ANSz1PTnLvPANTwQnMbBCi,@dianislamiati5675,Buzzer pelakornya kli haha,2 bulan yang lalu,0,False,2025-12-20T09:27:40.536474+00:00,buzzer pelakornya kli haha,negatif
youtube,2BIwPUhZPS4,https://www.youtube.com/watch?v=2BIwPUhZPS4,"“SEMOGA BUR*NGMU GA BERDIRI LAGI!"" SUMPAH SEORANG ISTRI YG TERDZOLIMI !",UgzSqI-BURADwwCQFh14AaABAg.ANSz1PTnLvPANTwYCgtVVK,@roseelf7909,Loh ini ada ilmunya lho buat para istri mencari jejak perselingkuhan suami. TOP ini!!😊,2 bulan yang lalu,0,False,2025-12-20T09:27:40.835797+00:00,loh ini ada ilmunya lho buat para istri mencari jejak perselingkuhan suami top ini,negatif
youtube,2BIwPUhZPS4,https://www.youtube.com/watch?v=2BIwPUhZPS4,"“SEMOGA BUR*NGMU GA BERDIRI LAGI!"" SUMPAH SEORANG ISTRI YG TERDZOLIMI !",UgzSqI-BURADwwCQFh14AaABAg.ANSz1PTnLvPANTwuGOn69m,@ulpahrisalah4062,Kayanya keluarga pelakor 😂,2 bulan yang lalu,0,False,2025-12-20T09:27:41.692353+00:00,kayanya keluarga pelakor,negatif
youtube,2BIwPUhZPS4,https://www.youtube.com/watch?v=2BIwPUhZPS4,"“SEMOGA BUR*NGMU GA BERDIRI LAGI!"" SUMPAH SEORANG ISTRI YG TERDZOLIMI !",UgzSqI-BURADwwCQFh14AaABAg.ANSz1PTnLvPANTwuX0rfM9,@Sitysajja1967,"keluarganya pelakor kali ni,,kok komentar begitu blum tau rasanya di khianati orang ini,,semoga ngk pernah merasakannya, jahat kali komennya",2 bulan yang lalu,0,False,2025-12-20T09:27:41.962499+00:00,keluarganya pelakor kali ni kok komentar begitu blum tau rasanya di khianati orang ini semoga ngk pernah merasakannya jahat kali komennya,negatif
youtube,2BIwPUhZPS4,https://www.youtube.com/watch?v=2BIwPUhZPS4,"“SEMOGA BUR*NGMU GA BERDIRI LAGI!"" SUMPAH SEORANG ISTRI YG TERDZOLIMI !",UgzSqI-BURADwwCQFh14AaABAg.ANSz1PTnLvPANTx0wXRNaZ,@danielvalverde2023,Kamu PELAKOR ya😂,2 bulan yang lalu,0,False,2025-12-20T09:27:42.262163+00:00,kamu pelakor ya,negatif
youtube,2BIwPUhZPS4,https://www.youtube.com/watch?v=2BIwPUhZPS4,"“SEMOGA BUR*NGMU GA BERDIRI LAGI!"" SUMPAH SEORANG ISTRI YG TERDZOLIMI !",UgzSqI-BURADwwCQFh14AaABAg.ANSz1PTnLvPANTx1U0DESF,@adindaasisi,Mbaknya pelakor kah ?,2 bulan yang lalu,0,False,2025-12-20T09:27:42.534542+00:00,mbaknya pelakor kah,negatif
youtube,2BIwPUhZPS4,https://www.youtube.com/watch?v=2BIwPUhZPS4,"“SEMOGA BUR*NGMU GA BERDIRI LAGI!"" SUMPAH SEORANG ISTRI YG TERDZOLIMI !",UgzSqI-BURADwwCQFh14AaABAg.ANSz1PTnLvPANTx22IhKu5,@Ririnsukma-23,Yg bilang gak pnting berarti dia orang nya juga punya sifat pelakor mangkanya gak suka kalo ada orang curhat masalah pelakor..,2 bulan yang lalu,0,False,2025-12-20T09:27:42.813724+00:00,yg bilang gak pnting berarti dia orang nya juga punya sifat pelakor mangkanya gak suka kalo ada orang curhat masalah pelakor,negatif
youtube,2BIwPUhZPS4,https://www.youtube.com/watch?v=2BIwPUhZPS4,"“SEMOGA BUR*NGMU GA BERDIRI LAGI!"" SUMPAH SEORANG ISTRI YG TERDZOLIMI !",UgzSqI-BURADwwCQFh14AaABAg.ANSz1PTnLvPANTx54F_-1H,@hannarestupramesti4407,😮😮😮😮😮 jgn2 ente pelakor jd bilang gini 😂😂😂😂😂,2 bulan yang lalu,0,False,2025-12-20T09:27:43.682890+00:00,jgn2 ente pelakor jd bilang gini,negatif
youtube,2BIwPUhZPS4,https://www.youtube.com/watch?v=2BIwPUhZPS4,"“SEMOGA BUR*NGMU GA BERDIRI LAGI!"" SUMPAH SEORANG ISTRI YG TERDZOLIMI !",UgzSqI-BURADwwCQFh14AaABAg.ANSz1PTnLvPANTx5puSrFd,@adindaasisi,Mbanya pelakor kah ?,2 bulan yang lalu,0,False,2025-12-20T09:27:43.969376+00:00,mbanya pelakor kah,negatif
youtube,2BIwPUhZPS4,https://www.youtube.com/watch?v=2BIwPUhZPS4,"“SEMOGA BUR*NGMU GA BERDIRI LAGI!"" SUMPAH SEORANG ISTRI YG TERDZOLIMI !",UgzSqI-BURADwwCQFh14AaABAg.ANSz1PTnLvPANTxJIljIo_,@sitinurkhomsiati7028,Penting... Buat pelajaran semua perempuan kl sudah trlihat redflag di awal mending jangan di teruskan karena memang bnr bahwa tukang selingkuh memang tidak akan pernah sembuh,2 bulan yang lalu,0,False,2025-12-20T09:27:44.875688+00:00,penting buat pelajaran semua perempuan kl sudah trlihat redflag di awal mending jangan di teruskan karena memang bnr bahwa tukang selingkuh memang tidak akan pernah sembuh,negatif
youtube,2BIwPUhZPS4,https://www.youtube.com/watch?v=2BIwPUhZPS4,"“SEMOGA BUR*NGMU GA BERDIRI LAGI!"" SUMPAH SEORANG ISTRI YG TERDZOLIMI !",UgzSqI-BURADwwCQFh14AaABAg.ANSz1PTnLvPANTxfVDFCls,@cindyibrahim9183,Ini pasti selingkuhanya,2 bulan yang lalu,0,False,2025-12-20T09:27:46.181878+00:00,ini pasti selingkuhanya,negatif
youtube,2BIwPUhZPS4,https://www.youtube.com/watch?v=2BIwPUhZPS4,"“SEMOGA BUR*NGMU GA BERDIRI LAGI!"" SUMPAH SEORANG ISTRI YG TERDZOLIMI !",UgzSqI-BURADwwCQFh14AaABAg.ANSz1PTnLvPANTxkV5MSUd,@riskaamalia5532,Keluarga pelakor kah,2 bulan yang lalu,0,False,2025-12-20T09:27:46.481508+00:00,keluarga pelakor kah,negatif
youtube,2BIwPUhZPS4,https://www.youtube.com/watch?v=2BIwPUhZPS4,"“SEMOGA BUR*NGMU GA BERDIRI LAGI!"" SUMPAH SEORANG ISTRI YG TERDZOLIMI !",UgzSqI-BURADwwCQFh14AaABAg.ANSz1PTnLvPANTxlsXLJf4,@dyonsagara471,Ini kakaknya si pelakor,2 bulan yang lalu,0,False,2025-12-20T09:27:47.315751+00:00,ini kakaknya si pelakor,negatif
youtube,2BIwPUhZPS4,https://www.youtube.com/watch?v=2BIwPUhZPS4,"“SEMOGA BUR*NGMU GA BERDIRI LAGI!"" SUMPAH SEORANG ISTRI YG TERDZOLIMI !",UgzSqI-BURADwwCQFh14AaABAg.ANSz1PTnLvPANTyC3rKlC8,@candra248,"Jelas penting, sanksi sosial biar berlaku, ga tau diri banget pelakor",2 bulan yang lalu,0,False,2025-12-20T09:27:49.124026+00:00,jelas penting sanksi sosial biar berlaku ga tau diri banget pelakor,negatif
youtube,2BIwPUhZPS4,https://www.youtube.com/watch?v=2BIwPUhZPS4,"“SEMOGA BUR*NGMU GA BERDIRI LAGI!"" SUMPAH SEORANG ISTRI YG TERDZOLIMI !",UgzSqI-BURADwwCQFh14AaABAg.ANSz1PTnLvPANTyJsXJ7Za,@kemalhafiz,Bau bau akun keluarganya pelakor ini😂,2 bulan yang lalu,0,False,2025-12-20T09:27:49.413835+00:00,bau bau akun keluarganya pelakor ini,negatif
youtube,2BIwPUhZPS4,https://www.youtube.com/watch?v=2BIwPUhZPS4,"“SEMOGA BUR*NGMU GA BERDIRI LAGI!"" SUMPAH SEORANG ISTRI YG TERDZOLIMI !",UgzSqI-BURADwwCQFh14AaABAg.ANSz1PTnLvPANTyQftRFDr,@rodliyahlieya7459,"Penting buat para istri jgn terllu percaya ke suami ttp warning terlebih suaminyg sksd ke org 
Yg ngomong gk penting mungkin blm pernah kena digoda pelakor atau pebinor",2 bulan yang lalu,0,False,2025-12-20T09:27:49.727050+00:00,penting buat para istri jgn terllu percaya ke suami ttp warning terlebih suaminyg sksd ke org yg ngomong gk penting mungkin blm pernah kena digoda pelakor atau pebinor,negatif
youtube,2BIwPUhZPS4,https://www.youtube.com/watch?v=2BIwPUhZPS4,"“SEMOGA BUR*NGMU GA BERDIRI LAGI!"" SUMPAH SEORANG ISTRI YG TERDZOLIMI !",UgzSqI-BURADwwCQFh14AaABAg.ANSz1PTnLvPANTyXQHCrDZ,@GotrokChannell,Keluarga'y si pelakor atau si Laki'y mba  🤣 Sewot amat,2 bulan yang lalu,0,False,2025-12-20T09:27:50.568756+00:00,keluarga y si pelakor atau si laki y mba sewot amat,negatif
youtube,2BIwPUhZPS4,https://www.youtube.com/watch?v=2BIwPUhZPS4,"“SEMOGA BUR*NGMU GA BERDIRI LAGI!"" SUMPAH SEORANG ISTRI YG TERDZOLIMI !",UgzSqI-BURADwwCQFh14AaABAg.ANSz1PTnLvPANTyglpaIjy,@EryMayanti,Tolong bngt lu keluarga s pelakor hah,2 bulan yang lalu,0,False,2025-12-20T09:27:50.866001+00:00,tolong bngt lu keluarga s pelakor hah,negatif
youtube,2BIwPUhZPS4,https://www.youtube.com/watch?v=2BIwPUhZPS4,"“SEMOGA BUR*NGMU GA BERDIRI LAGI!"" SUMPAH SEORANG ISTRI YG TERDZOLIMI !",UgzSqI-BURADwwCQFh14AaABAg.ANSz1PTnLvPANTyjq_uE5G,@mariaoctaviani2992,Pihak pelakor kali ini bang😂,2 bulan yang lalu,0,False,2025-12-20T09:27:51.147338+00:00,pihak pelakor kali ini bang,negatif
youtube,2BIwPUhZPS4,https://www.youtube.com/watch?v=2BIwPUhZPS4,"“SEMOGA BUR*NGMU GA BERDIRI LAGI!"" SUMPAH SEORANG ISTRI YG TERDZOLIMI !",UgzSqI-BURADwwCQFh14AaABAg.ANSz1PTnLvPANTyvEb0Add,@makeaceng02,Elu Keluarga pelakornya ya pantesan panas 😂😂,2 bulan yang lalu,0,False,2025-12-20T09:27:51.416454+00:00,elu keluarga pelakornya ya pantesan panas,negatif
youtube,2BIwPUhZPS4,https://www.youtube.com/watch?v=2BIwPUhZPS4,"“SEMOGA BUR*NGMU GA BERDIRI LAGI!"" SUMPAH SEORANG ISTRI YG TERDZOLIMI !",UgzSqI-BURADwwCQFh14AaABAg.ANSz1PTnLvPANTyvc5JOCw,@cecelyly3478,Emg penting lu komen disini? Apa loe bekas pelakor?,2 bulan yang lalu,0,False,2025-12-20T09:27:51.685697+00:00,emg penting lu komen disini apa loe bekas pelakor,negatif
youtube,2BIwPUhZPS4,https://www.youtube.com/watch?v=2BIwPUhZPS4,"“SEMOGA BUR*NGMU GA BERDIRI LAGI!"" SUMPAH SEORANG ISTRI YG TERDZOLIMI !",UgzSqI-BURADwwCQFh14AaABAg.ANSz1PTnLvPANTz-83BWOs,@slbngasomanagement9544,jangan2 anda jg spt kisah mbaknya itu.    jd selingkuhan atau pelaku selingkuhnya itu sendiri.,2 bulan yang lalu,0,False,2025-12-20T09:27:52.532095+00:00,jangan2 anda jg spt kisah mbaknya itu jd selingkuhan atau pelaku selingkuhnya itu sendiri,negatif
youtube,2BIwPUhZPS4,https://www.youtube.com/watch?v=2BIwPUhZPS4,"“SEMOGA BUR*NGMU GA BERDIRI LAGI!"" SUMPAH SEORANG ISTRI YG TERDZOLIMI !",UgzSqI-BURADwwCQFh14AaABAg.ANSz1PTnLvPANTz3D70xG8,@amyganes,"penting, apalagi untuk yang pernah mengalami tau rasanya udah pasti WAJIB meluapkan perasaan, sambil sentil para pelakor sialan, semoga kamu ga ngalamin deh yyyyaaaa",2 bulan yang lalu (diedit),0,False,2025-12-20T09:27:52.815563+00:00,penting apalagi untuk yang pernah mengalami tau rasanya udah pasti wajib meluapkan perasaan sambil sentil para pelakor sialan semoga kamu ga ngalamin deh yyyyaaaa,negatif
youtube,2BIwPUhZPS4,https://www.youtube.com/watch?v=2BIwPUhZPS4,"“SEMOGA BUR*NGMU GA BERDIRI LAGI!"" SUMPAH SEORANG ISTRI YG TERDZOLIMI !",UgzSqI-BURADwwCQFh14AaABAg.ANSz1PTnLvPANTzKlLSjoP,@shilvanaputry7927,Model pelaku selingkuh kyaknya dua 😂,2 bulan yang lalu,0,False,2025-12-20T09:27:53.718788+00:00,model pelaku selingkuh kyaknya dua,negatif
youtube,2BIwPUhZPS4,https://www.youtube.com/watch?v=2BIwPUhZPS4,"“SEMOGA BUR*NGMU GA BERDIRI LAGI!"" SUMPAH SEORANG ISTRI YG TERDZOLIMI !",UgzSqI-BURADwwCQFh14AaABAg.ANSz1PTnLvPANTzScbVTj8,@danilAprian,pasti yang komen keluarga selingkuhan nya😂,2 bulan yang lalu,0,False,2025-12-20T09:27:54.011673+00:00,pasti yang komen keluarga selingkuhan nya,negatif
youtube,2BIwPUhZPS4,https://www.youtube.com/watch?v=2BIwPUhZPS4,"“SEMOGA BUR*NGMU GA BERDIRI LAGI!"" SUMPAH SEORANG ISTRI YG TERDZOLIMI !",UgzSqI-BURADwwCQFh14AaABAg.ANSz1PTnLvPANTzVbdQteu,@KartiniTini-p8j,Biasanya klo kaya gini dia juga pelakor😂,2 bulan yang lalu,0,False,2025-12-20T09:27:54.283415+00:00,biasanya klo kaya gini dia juga pelakor,negatif
youtube,2BIwPUhZPS4,https://www.youtube.com/watch?v=2BIwPUhZPS4,"“SEMOGA BUR*NGMU GA BERDIRI LAGI!"" SUMPAH SEORANG ISTRI YG TERDZOLIMI !",UgzSqI-BURADwwCQFh14AaABAg.ANSz1PTnLvPANTzfz5pPjQ,@feniwulan8314,"kamu cantik,kamu berhak bahagia.. untuk feni2 di luar sana tolong kalo suami /pacar udah pernah selingkuh jangan terusin lagi",2 bulan yang lalu,0,False,2025-12-20T09:27:54.552169+00:00,kamu cantik kamu berhak bahagia untuk feni2 di luar sana tolong kalo suami pacar udah pernah selingkuh jangan terusin lagi,negatif
youtube,2BIwPUhZPS4,https://www.youtube.com/watch?v=2BIwPUhZPS4,"“SEMOGA BUR*NGMU GA BERDIRI LAGI!"" SUMPAH SEORANG ISTRI YG TERDZOLIMI !",UgzSqI-BURADwwCQFh14AaABAg.ANSz1PTnLvPANTzgomJQNf,@ZayanmalikAhmad,Kyanya ini keluarga si pelakor 😂,2 bulan yang lalu,0,False,2025-12-20T09:27:55.434648+00:00,kyanya ini keluarga si pelakor,negatif
youtube,2BIwPUhZPS4,https://www.youtube.com/watch?v=2BIwPUhZPS4,"“SEMOGA BUR*NGMU GA BERDIRI LAGI!"" SUMPAH SEORANG ISTRI YG TERDZOLIMI !",UgzSqI-BURADwwCQFh14AaABAg.ANSz1PTnLvPANU-MpyJ3RG,@EliyaSeli-dt6vu,"Biar perempuan tahu ciri ciri suami selingkuh,dengan adanya podcast ini secara nggak langsung oh seperti itu y klu pasangan kita Selingkuh",2 bulan yang lalu,0,False,2025-12-20T09:27:56.469648+00:00,biar perempuan tahu ciri ciri suami selingkuh dengan adanya podcast ini secara nggak langsung oh seperti itu y klu pasangan kita selingkuh,negatif
youtube,2BIwPUhZPS4,https://www.youtube.com/watch?v=2BIwPUhZPS4,"“SEMOGA BUR*NGMU GA BERDIRI LAGI!"" SUMPAH SEORANG ISTRI YG TERDZOLIMI !",UgzSqI-BURADwwCQFh14AaABAg.ANSz1PTnLvPANU-Nj9mZVF,@aisyahelwa9966,Pelakor lu ya? Atau seorang suami yang tukang selingkuh juga hahaha,2 bulan yang lalu,0,False,2025-12-20T09:27:56.746680+00:00,pelakor lu ya atau seorang suami yang tukang selingkuh juga hahaha,negatif
youtube,2BIwPUhZPS4,https://www.youtube.com/watch?v=2BIwPUhZPS4,"“SEMOGA BUR*NGMU GA BERDIRI LAGI!"" SUMPAH SEORANG ISTRI YG TERDZOLIMI !",UgzSqI-BURADwwCQFh14AaABAg.ANSz1PTnLvPANU-oBRgA9a,@fatonah4039,Jangan jangan pihak dr selingkuh an ya 😂,2 bulan yang lalu,0,False,2025-12-20T09:27:58.233893+00:00,jangan jangan pihak dr selingkuh an ya,negatif
youtube,2BIwPUhZPS4,https://www.youtube.com/watch?v=2BIwPUhZPS4,"“SEMOGA BUR*NGMU GA BERDIRI LAGI!"" SUMPAH SEORANG ISTRI YG TERDZOLIMI !",UgzSqI-BURADwwCQFh14AaABAg.ANSz1PTnLvPANU06JHHCgE,@putrinurcahya5032,Mungkin kamu salah satu selingkuhan nya ya 🧐,2 bulan yang lalu,0,False,2025-12-20T09:27:58.550218+00:00,mungkin kamu salah satu selingkuhan nya ya,negatif
youtube,2BIwPUhZPS4,https://www.youtube.com/watch?v=2BIwPUhZPS4,"“SEMOGA BUR*NGMU GA BERDIRI LAGI!"" SUMPAH SEORANG ISTRI YG TERDZOLIMI !",UgzSqI-BURADwwCQFh14AaABAg.ANSz1PTnLvPANU0E6LJOOd,@aduelsunset4237,Kayanyah nih manusia tim laki² yang doyan selingkuh jadi diah ngerasa kesinggung,2 bulan yang lalu,0,False,2025-12-20T09:27:59.446513+00:00,kayanyah nih manusia tim laki yang doyan selingkuh jadi diah ngerasa kesinggung,negatif
youtube,2BIwPUhZPS4,https://www.youtube.com/watch?v=2BIwPUhZPS4,"“SEMOGA BUR*NGMU GA BERDIRI LAGI!"" SUMPAH SEORANG ISTRI YG TERDZOLIMI !",UgzSqI-BURADwwCQFh14AaABAg.ANSz1PTnLvPANU0MHFnSmr,@JejakHarianku-y8s,Keluarga pelakor mungkin,2 bulan yang lalu,0,False,2025-12-20T09:28:00.391844+00:00,keluarga pelakor mungkin,negatif
youtube,2BIwPUhZPS4,https://www.youtube.com/watch?v=2BIwPUhZPS4,"“SEMOGA BUR*NGMU GA BERDIRI LAGI!"" SUMPAH SEORANG ISTRI YG TERDZOLIMI !",UgzSqI-BURADwwCQFh14AaABAg.ANSz1PTnLvPANU0X1meBHn,@diyahayuningrum7703,"Penting banget karna gw nunggu podcast perselingkuhan kakak ini di up 
Tapi Alhamdulillah di up kak densus 
Bisa jadi pembelajaran bagi suami yg buta kalau udah ada anak2",2 bulan yang lalu,0,False,2025-12-20T09:28:00.721938+00:00,penting banget karna gw nunggu podcast perselingkuhan kakak ini di up tapi alhamdulillah di up kak densus bisa jadi pembelajaran bagi suami yg buta kalau udah ada anak2,negatif
youtube,2BIwPUhZPS4,https://www.youtube.com/watch?v=2BIwPUhZPS4,"“SEMOGA BUR*NGMU GA BERDIRI LAGI!"" SUMPAH SEORANG ISTRI YG TERDZOLIMI !",UgzSqI-BURADwwCQFh14AaABAg.ANSz1PTnLvPANU0XOtUKRa,@riditiara3595,LO GA NGERASAIN JADI KORBAN SUAMI D REBUT PELAKOR jd bisa ngetik bgtu,2 bulan yang lalu,0,False,2025-12-20T09:28:01.556600+00:00,lo ga ngerasain jadi korban suami d rebut pelakor jd bisa ngetik bgtu,negatif
youtube,2BIwPUhZPS4,https://www.youtube.com/watch?v=2BIwPUhZPS4,"“SEMOGA BUR*NGMU GA BERDIRI LAGI!"" SUMPAH SEORANG ISTRI YG TERDZOLIMI !",UgzSqI-BURADwwCQFh14AaABAg.ANSz1PTnLvPANU0Zj3LKPd,@rwa3128,Jangan jangan akun si pelakor atau orang tua si pelakor atau saudara si pelakor 🤣,2 bulan yang lalu,0,False,2025-12-20T09:28:01.843714+00:00,jangan jangan akun si pelakor atau orang tua si pelakor atau saudara si pelakor,negatif
youtube,2BIwPUhZPS4,https://www.youtube.com/watch?v=2BIwPUhZPS4,"“SEMOGA BUR*NGMU GA BERDIRI LAGI!"" SUMPAH SEORANG ISTRI YG TERDZOLIMI !",UgzSqI-BURADwwCQFh14AaABAg.ANSz1PTnLvPANU0dqSG238,@intanresapratiwi6319,Team pelakor neh kayaknya😂😂,2 bulan yang lalu,0,False,2025-12-20T09:28:02.136527+00:00,team pelakor neh kayaknya,negatif
youtube,2BIwPUhZPS4,https://www.youtube.com/watch?v=2BIwPUhZPS4,"“SEMOGA BUR*NGMU GA BERDIRI LAGI!"" SUMPAH SEORANG ISTRI YG TERDZOLIMI !",UgzSqI-BURADwwCQFh14AaABAg.ANSz1PTnLvPANU0fsoK3UB,@sesadwidianameicaesar9947,"ceritanya sama dengan rumah tangga ku di masa lalu,bahkan aku tau suamiku selingkuh hanya dari perantara doa yang ku panjatkan hanya dalam hati setelah sholat (jika suamiku selingkuh maka  🐦 nya tidak bisa bangun) dan itu terjadi,sempet masih gak percaya, sampai keluar pengakuan dari mulut suamiku sendiri yang sekarang sudah jadi mantan, alkhamdulilah sekarang aku sudah mendapatkan pengganti yang menerima aku dan anak anakku apa adanya,mertua yang sayang,aku percaya Allah akan mengangkat derajatmu de dan mendapatkan ganti yang lebih baik amiin",2 bulan yang lalu,0,False,2025-12-20T09:28:02.427147+00:00,ceritanya sama dengan rumah tangga ku di masa lalu bahkan aku tau suamiku selingkuh hanya dari perantara doa yang ku panjatkan hanya dalam hati setelah sholat jika suamiku selingkuh maka nya tidak bisa bangun dan itu terjadi sempet masih gak percaya sampai keluar pengakuan dari mulut suamiku sendiri yang sekarang sudah jadi mantan alkhamdulilah sekarang aku sudah mendapatkan pengganti yang menerima aku dan anak anakku apa adanya mertua yang sayang aku percaya allah akan mengangkat derajatmu de dan mendapatkan ganti yang lebih baik amiin,negatif
youtube,2BIwPUhZPS4,https://www.youtube.com/watch?v=2BIwPUhZPS4,"“SEMOGA BUR*NGMU GA BERDIRI LAGI!"" SUMPAH SEORANG ISTRI YG TERDZOLIMI !",UgzSqI-BURADwwCQFh14AaABAg.ANSz1PTnLvPANU0jWw_gJg,@dichaprabowoedykurniawan8575,sodara si pelakor ya,2 bulan yang lalu,0,False,2025-12-20T09:28:02.693858+00:00,sodara si pelakor ya,negatif
youtube,2BIwPUhZPS4,https://www.youtube.com/watch?v=2BIwPUhZPS4,"“SEMOGA BUR*NGMU GA BERDIRI LAGI!"" SUMPAH SEORANG ISTRI YG TERDZOLIMI !",UgzSqI-BURADwwCQFh14AaABAg.ANSz1PTnLvPANU0sPaJ83w,@nooryanchannel7257,"Penting,biar perempuan kyk km mikir jg klu mau jd pelakor",2 bulan yang lalu,0,False,2025-12-20T09:28:03.532007+00:00,penting biar perempuan kyk km mikir jg klu mau jd pelakor,negatif
youtube,2BIwPUhZPS4,https://www.youtube.com/watch?v=2BIwPUhZPS4,"“SEMOGA BUR*NGMU GA BERDIRI LAGI!"" SUMPAH SEORANG ISTRI YG TERDZOLIMI !",UgzSqI-BURADwwCQFh14AaABAg.ANSz1PTnLvPANU134HZMS5,@Yahuuiii,Kamu sodaranya pelakor kah? Wkwkwk,2 bulan yang lalu,0,False,2025-12-20T09:28:04.400254+00:00,kamu sodaranya pelakor kah wkwkwk,negatif
youtube,2BIwPUhZPS4,https://www.youtube.com/watch?v=2BIwPUhZPS4,"“SEMOGA BUR*NGMU GA BERDIRI LAGI!"" SUMPAH SEORANG ISTRI YG TERDZOLIMI !",UgzSqI-BURADwwCQFh14AaABAg.ANSz1PTnLvPANU1EICJtFe,@Badut_pelampiasan,KAMU PASTI PELAKOR Y,2 bulan yang lalu,0,False,2025-12-20T09:28:04.692145+00:00,kamu pasti pelakor y,negatif
